#### Event 0 #### Ndigits 98 ####
1 30 38 22 9
1 30 38 23 10
1 30 38 24 11
1 30 39 21 35
1 30 39 22 40
1 30 39 23 44
1 30 40 20 31
1 30 40 21 30
1 30 40 22 31
1 30 41 21 18
1 31 37 26 7
1 31 37 27 7
1 31 37 28 8
1 31 38 22 10
1 31 38 23 11
1 31 38 24 12
1 31 38 25 11
1 31 38 26 9
1 31 38 27 8
1 31 38 28 6
1 31 39 22 32
1 31 39 23 33
1 31 39 24 31
1 31 39 25 24
1 31 40 21 15
1 31 40 22 13
1 31 40 23 14
1 32 35 31 8
1 32 35 32 7
1 32 35 33 7
1 32 36 28 8
1 32 36 29 7
1 32 36 30 9
1 32 37 26 23
1 32 37 27 28
1 32 37 28 32
1 32 37 29 31
1 32 38 24 22
1 32 38 25 26
1 32 38 26 27
1 32 38 27 24
1 32 38 28 18
1 32 39 24 7
1 32 39 25 8
1 32 39 26 10
1 32 39 49 1
1 33 34 33 6
1 33 34 34 6
1 33 34 35 5
1 33 34 36 5
1 33 34 37 4
1 33 34 38 4
1 33 35 30 11
1 33 35 31 14
1 33 35 32 16
1 33 35 33 18
1 33 35 34 16
1 33 35 35 13
1 33 35 36 10
1 33 36 28 13
1 33 36 29 17
1 33 36 30 20
1 33 36 31 21
1 33 36 32 19
1 33 36 33 18
1 33 37 26 5
1 33 37 27 5
1 33 37 28 5
1 33 37 29 6
1 33 37 30 6
1 33 37 31 6
1 34 33 36 10
1 34 33 37 13
1 34 33 38 17
1 34 33 39 19
1 34 33 40 17
1 34 34 35 27
1 34 34 36 26
1 34 34 37 28
1 34 36 31 7
1 34 36 32 7
1 34 36 33 7
1 35 31 41 15
1 35 31 42 18
1 35 31 43 19
1 35 31 44 18
1 35 32 37 7
1 35 32 38 9
1 35 32 39 11
1 35 32 40 14
1 35 32 41 14
1 35 32 42 13
1 35 32 43 11
1 35 33 37 7
1 35 33 38 6
1 35 33 39 6
1 35 33 40 7
1 36 30 45 35
#### Event 1 #### Ndigits 53 ####
0 22 34 48 17
0 22 34 49 24
0 22 35 48 50
0 22 36 47 16
0 23 36 47 46
0 23 37 46 46
0 23 38 46 16
0 24 37 46 17
0 24 38 45 21
0 24 38 46 30
0 24 39 45 30
0 25 38 45 30
0 25 39 44 41
0 25 40 44 15
0 25 41 43 16
0 26 39 44 18
0 26 40 43 27
0 26 40 44 37
0 26 41 42 29
0 26 41 43 41
0 26 42 41 9
0 26 42 42 13
0 27 40 43 15
0 27 41 42 17
0 27 42 41 27
0 27 42 42 39
0 27 43 40 25
0 27 43 41 40
0 27 44 40 21
0 27 45 40 17
0 28 43 40 9
0 28 43 41 15
0 28 44 39 23
0 28 44 40 25
0 28 44 41 26
0 28 45 39 22
0 28 45 40 33
0 29 44 39 15
0 29 44 40 21
0 29 45 39 61
0 29 46 38 26
0 29 47 37 27
0 30 45 38 27
0 30 46 37 38
0 30 46 38 66
0 30 47 37 55
0 30 47 38 69
0 30 48 37 24
0 31 46 37 11
0 31 46 38 15
0 31 47 37 27
0 31 48 36 35
0 31 48 37 53
#### Event 2 #### Ndigits 78 ####
0 18 3 39 38
0 18 4 39 30
0 19 3 39 17
0 19 4 39 43
0 19 4 40 58
0 19 5 39 42
0 19 5 40 61
0 19 6 40 32
0 19 7 40 18
0 19 9 42 20
0 20 5 40 35
0 20 6 40 105
0 20 7 40 27
0 20 7 41 39
0 20 8 41 26
0 20 8 42 36
0 20 9 41 29
0 20 9 42 49
0 20 10 42 22
0 21 6 40 22
0 21 8 42 16
0 21 9 42 20
0 21 10 42 28
0 21 10 43 40
0 21 11 43 49
0 21 12 44 46
0 21 13 44 60
0 21 14 45 17
0 21 15 45 15
0 22 13 44 20
0 22 14 45 60
0 22 15 45 31
0 22 16 46 44
0 22 17 46 21
0 22 17 47 31
0 22 19 48 30
0 22 20 48 18
0 22 33 46 17
0 22 35 46 17
0 22 36 46 18
0 22 37 45 21
0 22 38 45 18
0 22 39 45 21
0 22 40 45 16
0 22 41 44 62
0 22 42 45 21
0 23 18 47 17
0 23 18 48 22
0 23 20 48 41
0 23 21 49 37
0 23 23 49 38
0 23 24 49 32
0 23 25 49 46
0 23 26 48 33
0 23 27 48 48
0 23 28 48 38
0 23 29 47 51
0 23 30 47 40
0 23 31 47 52
0 23 32 47 47
0 23 33 46 55
0 23 34 46 55
0 23 35 46 57
0 23 36 46 67
0 23 37 46 66
0 23 38 45 35
0 23 38 46 52
0 23 39 45 69
0 23 40 44 40
0 23 40 45 58
0 23 41 45 32
0 23 42 44 43
0 24 36 46 15
0 24 37 46 16
0 24 38 46 20
0 24 39 45 21
0 24 40 45 19
0 24 41 43 15
#### Event 3 #### Ndigits 45 ####
0 32 33 48 29
0 32 34 48 15
0 33 34 48 41
0 33 35 48 37
0 34 35 49 18
0 34 36 49 40
0 34 37 49 16
0 35 36 49 30
0 35 37 49 40
0 35 38 49 16
0 36 37 49 16
0 36 38 48 52
0 36 39 48 43
0 37 38 48 17
0 37 39 48 28
0 37 40 48 26
0 37 41 48 17
0 38 40 47 23
0 38 40 48 33
0 38 41 47 27
0 38 41 48 41
0 38 42 48 21
0 39 40 48 16
0 39 41 48 20
0 39 42 47 23
0 39 42 48 35
0 39 43 47 44
0 40 42 47 27
0 40 43 47 74
0 40 44 47 31
0 41 43 48 23
0 41 44 47 34
0 41 44 48 47
0 41 45 46 31
0 41 45 47 52
0 41 46 47 16
0 42 44 47 26
0 42 45 46 32
0 42 45 47 50
0 42 46 47 29
0 43 44 46 15
0 43 45 47 20
0 43 46 46 34
0 43 46 47 49
0 43 47 46 17
#### Event 4 #### Ndigits 186 ####
0 30 52 31 16
0 31 43 40 16
0 31 44 39 15
0 31 45 39 18
0 31 46 37 15
0 31 47 37 44
0 31 48 36 31
0 31 49 34 30
0 31 49 35 33
0 31 50 34 15
0 31 50 35 18
0 31 51 33 40
0 31 51 34 54
0 31 52 32 18
0 31 52 33 25
0 31 53 31 25
0 31 53 32 36
0 31 53 33 49
0 31 54 32 34
0 32 37 45 41
0 32 39 43 21
0 32 39 44 28
0 32 40 42 16
0 32 40 43 22
0 32 41 41 22
0 32 41 42 34
0 32 42 40 20
0 32 42 41 30
0 32 43 39 19
0 32 43 40 33
0 32 44 39 62
0 32 45 38 20
0 32 45 39 28
0 32 46 37 27
0 32 46 38 39
0 32 47 36 9
0 32 47 37 14
0 32 48 36 70
0 32 49 35 24
0 32 50 34 31
0 32 50 35 39
0 32 51 33 16
0 32 51 34 19
0 32 52 32 29
0 32 52 33 44
0 32 54 32 18
0 33 36 46 27
0 33 37 45 17
0 33 38 44 13
0 33 38 45 22
0 33 40 42 17
0 33 44 39 17
1 23 37 24 51
1 23 37 25 65
1 23 38 23 12
1 23 38 24 19
1 24 35 27 11
1 24 35 28 14
1 24 36 25 9
1 24 36 26 9
1 24 36 27 9
1 24 37 24 30
1 24 37 25 37
1 24 37 26 43
1 24 38 24 12
1 24 38 25 19
1 25 35 27 23
1 25 35 28 27
1 25 35 29 29
1 25 35 30 25
1 25 36 26 35
1 25 36 27 37
1 25 36 28 32
1 25 36 29 25
1 25 37 26 12
1 25 37 27 15
1 26 33 32 10
1 26 33 33 11
1 26 34 29 6
1 26 34 30 7
1 26 34 31 7
1 26 35 29 24
1 26 35 30 40
1 26 36 27 9
1 26 36 28 9
1 26 36 29 11
1 26 37 27 17
1 27 33 32 25
1 27 33 33 29
1 27 33 34 35
1 27 34 30 20
1 27 34 31 25
1 27 34 32 27
1 27 34 33 25
1 27 35 31 16
1 28 31 37 18
1 28 32 35 17
1 28 32 36 21
1 28 33 34 10
1 28 33 35 14
1 28 34 32 8
1 28 34 33 12
1 28 43 41 23
1 28 44 41 20
1 28 45 40 18
1 28 45 41 25
1 28 46 41 16
1 29 31 36 16
1 29 31 37 18
1 29 31 38 20
1 29 31 39 18
1 29 32 36 29
1 29 32 37 38
1 29 39 42 15
1 29 40 42 20
1 29 41 42 57
1 29 42 41 30
